name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020
MarketCap,"1,073,668,723","598,612,927","394,321,224","395,972,072","391,072,000"
EnterpriseValue,"954,599,723","479,543,927","155,928,224","265,487,072","200,175,522"
PeRatio,"7.611","5.939","5.755","8.351","16.456"
ForwardPeRatio,"7.856","4.6","5.714","7.716","9.506"
PsRatio,"2.007","1.219","0.948","1.001","1.316"
PbRatio,"1.648","1.262","0.979","1.001","1.034"
EnterprisesValueRevenueRatio,"1.784","0.977","0.406","0.72","0.673"
