name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
MarketCap,"3,499,545,081","3,766,162,745","3,349,459,875","1,428,718,477","3,044,866,949","3,817,417,309","84,845,940","142,547,372","129,285,564","177,515,095"
EnterpriseValue,"3,299,724,081","3,535,173,745","3,216,269,692","1,364,149,409","2,890,532,765","3,793,532,115","77,351,107","120,966,470","131,023,414","182,009,653"
PsRatio,"12.4","15.836","117.888",,,,,,,
PbRatio,"18.324","13.974","21.321","33.445","22.493","559.526","114.231","8.478","4.589","45.474"
EnterprisesValueRevenueRatio,"12.194","13.064","64.278",,,,,,,
EnterprisesValueEBITDARatio,"-14.666","-15.713","-18.337","-10.946","-28.831","-56.562","-2.597","-4.389","-4.844","-15.867"
