name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020
MarketCap,"2,294,825,904","816,295,453","604,150,678","612,673,496","954,347,415"
EnterpriseValue,"2,199,140,904","686,699,453","387,198,678","239,150,496","584,677,415"
PbRatio,"25.137","5.37","2.582","1.481","2.58"
EnterprisesValueEBITDARatio,"-9.144","-2.855","-2.287","-1.606","-10.022"
