name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
MarketCap,"3,854,082,099","4,490,567,369","4,165,487,352","4,780,729,418","3,670,961,867","3,864,704,395","3,304,566,998","5,051,678,834"
EnterpriseValue,"3,996,582,099","4,664,667,369","3,983,887,352","4,538,529,418","3,163,461,867","3,786,304,395","3,322,366,998","5,250,478,834"
PeRatio,"16.343","14.218","8.667","13.73","19.167","22.04","6.941","32.855"
ForwardPeRatio,"19.38","13.755","9.94","11.338","13.793","16.75","10.977","25.381"
PegRatio,"4.355",,,,,"5.094","0.662","2.977"
PsRatio,"0.71","0.8","0.632","0.903","0.827","0.787","0.683","1.185"
PbRatio,"1.303","1.519","1.522","2.079","1.567","1.763","1.609","3.127"
EnterprisesValueRevenueRatio,"0.727","0.848","0.603","0.809","0.695","0.798","0.668","1.198"
EnterprisesValueEBITDARatio,"5.687","6.637","4.134","5.335","5.389","7.459","4.937","9.346"
