name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
MarketCap,"959,550,006","870,929,726","673,496,500","1,216,205,530","943,133,030","957,968,375","562,500,000","547,312,500"
EnterpriseValue,"1,240,513,006","1,153,024,726","950,807,500","1,364,289,530","1,099,032,030","1,233,225,083","561,987,173","545,675,957"
PeRatio,"21.604","20.959","10.548",,,,"125",
ForwardPeRatio,,,,,"14.859","22.727",,
PsRatio,"0.849","0.781","0.808","1.973","2.161",,,
PbRatio,"4.836","4.382","3.69","7.409","5.97","2.364","1.28",
EnterprisesValueRevenueRatio,"1.06","0.985","0.98","1.857","3.474","2.877","1.677",
EnterprisesValueEBITDARatio,"7.852","7.298","5.827","12.876","27.506","48.045","9.315","-1,449.831"
