name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
MarketCap,"1,443,371,138","994,280,584","2,589,542,601","3,273,817,684","2,871,741,408","448,162,886","307,187,500"
EnterpriseValue,"3,660,889,138","3,240,905,584","4,806,216,601","5,318,635,684","3,350,332,408","448,217,305","307,241,919"
PeRatio,,,"30.031","33.507",,"518.904",
ForwardPeRatio,"13.245","8.271","16.077","16.835","18.692",,
PsRatio,"0.456","0.269","0.936","1.359","2.03",,
PbRatio,"0.99","0.572","1.199","1.645","7.508","3.236","1.254"
EnterprisesValueRevenueRatio,"1.144","1.013","1.618","2.167","3.171","0.846",
EnterprisesValueEBITDARatio,"-17.375","-15.381","8.606","9.773","-40.775","5.602","-249.038"
