name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993
MarketCap,"819,356,073","1,613,373,900","2,788,993,318","3,264,373,644","2,113,695,510","1,970,639,094","1,601,745,606","1,710,117,580","1,446,180,734","1,313,691,590","1,523,953,517","1,340,224,488","1,022,108,582","914,947,118","823,897,481","724,628,286","702,521,701","892,960,279","878,664,332","1,149,374,859","965,935,561","591,153,579","411,842,272","733,959,874","795,196,487","599,835,914","118,024,657","146,085,276","59,464,317","77,634,084","89,993,524","117,344,828"
EnterpriseValue,"2,643,210,073","1,891,280,900","3,019,606,318","3,518,785,644","2,305,106,510","2,169,821,094","1,613,553,606","1,738,856,580","1,477,548,734","1,364,975,590","1,501,006,517","1,241,769,488","910,260,582","878,514,118","800,914,481","735,681,286","735,065,701","919,845,279","814,355,332","1,073,330,859","855,163,561","505,550,579","359,331,272","710,740,874","784,089,487","599,871,914","142,900,657","182,848,276","96,028,317","115,434,084","115,993,524","126,544,828"
PeRatio,"16.223","15.297","15.158","35.932","33.409","22.348","16.422","27.094","38.21","27.222","26.372","24.26","19.669","21.086","25.8","73.618","16.51","20.78","18.665","27.977","28.381","23.109","19.806","38.112","36.952","38.049","26.044","17.446","15.15","24.529","34.433","45.533"
ForwardPeRatio,,,,,,"20",,"22.523","18.083","16.026","20.921","19.763","17.699","17.699","20.921",,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,"0.738","1.364","1.11","1.861","2.346","1.996","1.08","1.549",,,,,,,,,,,,,,,,,
PsRatio,"0.505","0.957","1.452","2.134","1.492","1.439","1.32","1.633","1.488","1.452","2.1","2.131","1.769","1.812","1.707","1.739","1.485","2.378","2.617","3.868","3.462","2.47","1.894","3.331","4.939","3.572","0.102","0.787","0.386","0.555","0.795","1.051"
PbRatio,"1.072","2.424","4.066","5.878","3.801","3.472","2.854","3.346","2.875","2.668","3.412","3.203","2.906","3.378","3.217","3.226","3.246","5.2","4.962","6.971","5.337","4.002","3.48","6.886","10.523","10.916","6.189","2.895","1.441","2.206","2.857","4.298"
EnterprisesValueRevenueRatio,"1.928","1.38","1.798","2.537","1.816","1.786","1.418","1.487","1.434","1.423","1.922","1.903","1.557","1.638","1.655","1.762","1.549","2.342","2.309","3.344","3.03","2.093","1.589","3.124","3.649","3.511","1.096","1.739","1.189","0.779","0.859","1.328"
EnterprisesValueEBITDARatio,"18.152","12.988","10.407","19.335","20.758","14.581","10.543","11.608","15.09","11.483","11.742","11.494","8.705","8.948","10.783","19.188","8.424","10.999","9.657","-10.195","-9.17","10.656","2,512.806","17.738","-9.211","-8.373","-2.546","-38.863","-13.502","2.748","3.195","16.434"
