name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
MarketCap,"3,744,388,345","3,230,210,602","2,469,587,571","4,262,504,208","5,119,080,489","2,092,669,637","2,495,054,941","1,779,550,590","1,279,465,242","759,709,598"
EnterpriseValue,"3,573,431,345","3,078,751,602","2,379,924,571","4,025,873,208","5,030,979,489","2,034,321,637","2,438,811,941","1,766,910,590","1,151,115,242","639,808,598"
PeRatio,"49","50.484","54.374","74.395","70.374","44.299","192.111","58.077","59.213","268.889"
ForwardPeRatio,"35.336","34.364","36.9","41.841","61.728","29.499","35.714","38.314","42.194",
PegRatio,,,,"2.089","3.079","1.477","1.789","1.916","2.811",
PsRatio,"4.645","4.088","3.235","6.116","8.829","4.556","6.459","5.767","5.295","3.838"
PbRatio,"5.438","4.838","4.121","7.138","11.668","6.225","9.425","7.75","6.968","4.582"
EnterprisesValueRevenueRatio,"4.053","3.492","2.825","5.375","8.141","4.05","5.8","5.213","4.409","3.063"
EnterprisesValueEBITDARatio,"24.581","21.178","23.227","39.211","41.909","22.039","65.493","33.251","52.69","26.835"
