name,ttm
MarketCap,"1,704,389,658"
EnterpriseValue,"1,967,949,658"
PeRatio,"30.946"
ForwardPeRatio,"40.65"
PsRatio,"11.51"
PbRatio,"17.533"
EnterprisesValueRevenueRatio,"17.737"
EnterprisesValueEBITDARatio,"64.232"
