name,ttm,01/31/2024,01/31/2023,01/31/2022,01/31/2021,01/31/2020,01/31/2019
MarketCap,"5,392,522,782","6,127,465,597","5,697,023,659","7,952,308,645","8,525,569,522","5,730,052,828","1,506,356,137"
EnterpriseValue,"4,813,538,782","5,611,862,597","5,332,792,659","7,592,141,645","8,174,613,522","5,231,585,828","1,300,992,137"
ForwardPeRatio,"35.088","50.505","625",,,,
PegRatio,"1.453"
PsRatio,"5.508","6.559","7.828","15.394","23.521","21.739","20.45"
PbRatio,"8.901","11.005","12.056","15.539","16.264","10.872","19.194"
EnterprisesValueRevenueRatio,"5.023","5.856","6.954","13.783","21.205","19.313","7.32"
EnterprisesValueEBITDARatio,"-51.609","-60.168","-27.1","-51.204","-79.198","-57.92","-27.459"
