name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010
MarketCap,"1,131,822,702","1,056,668,099","910,514,156","1,169,953,195","841,691,270","843,476,244","624,390,475","679,811,289","533,999,925","471,126,788","545,278,724","525,793,915","463,901,773","466,066,339","500,463,220"
PeRatio,"4.978","5.957",,"2.654",,"7.307","5.12","4.145","42.725",,"4.069","6.895","39.176","2.997","4.752"
PsRatio,"4.911","5.82",,"2.635","305.604","6.891","4.939","4.032","27.596",,"3.942","6.881","29.054","2.918","4.572"
PbRatio,"0.858","0.855","0.848","0.923","0.943","0.916","0.749","0.929","0.91","0.753","0.802","0.857","0.815","0.734","0.843"
