name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011
MarketCap,"1,501,652,837","1,167,347,689","1,284,587,699","1,261,659,577","957,588,789","1,156,331,371","958,392,086","583,065,264","415,231,410","438,528,459","576,720,391","729,939,418","331,821,434","372,212,937"
EnterpriseValue,"2,378,041,837","2,029,438,689","1,787,467,699","1,654,808,577","1,281,247,789","1,559,016,371","1,188,781,086","898,333,264","721,660,410","728,978,459","716,380,391","823,279,418","456,230,434","415,998,937"
PeRatio,"43.011","56.596","36.571",,,"50.813","42.64","37.273","1,580","28.759","41.891","38.88","22.913",
ForwardPeRatio,"27.624","20.284",,"43.86",,,,"33.113",,"19.724","29.94","28.818","15.106","19.084"
PegRatio,,,,,,,,,,,"1.496","1.441","0.756","1.031"
PsRatio,"0.503","0.337","0.569","0.829","0.663","0.727","0.684","0.416","0.359","0.438","0.714","0.985","0.689","0.99"
PbRatio,"3.303","2.685","3.337","3.721","2.533","3.584","3.215","2.852","2.254","2.415","4.085","5.751","8.447","20.231"
EnterprisesValueRevenueRatio,"0.693","0.591","0.684","0.948","1.153","0.979","0.823","0.69","0.605","0.696","0.86","1.222","0.95","1.038"
EnterprisesValueEBITDARatio,"15.19","12.964","14.417","36.15","-18.466","20.337","16.792","14.568","10.964","12.992","17.363","18.758","13.96","14.057"
