name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002
MarketCap,"845,836,628","898,308,114","838,070,944","550,218,849","499,729,595","496,001,807","308,042,682","275,419,005","209,013,396","177,061,395","141,778,467","121,304,208","102,112,124","92,216,950","79,043,100","60,675,012","71,886,699","114,811,785","124,177,097","107,527,654","105,793,337","100,590,386"
PeRatio,"11.456","16.289","16.516","12.141","14.091","18.719","13.746","18.625","15.648","14.196","12.654","12.025","9.81","11.111","10.619","10.455","11.596","16.445","16.989","13.596","13.864","14.216"
PsRatio,"6.188","5.949","6.363","4.973","5.101","6.417","4.51","6.31","5.145","4.452","3.857","3.292","2.686","2.529","2.118","1.557","1.979","3.903","4.636","4.177","4.166","3.965"
PbRatio,"1.365","1.556","1.906","1.745","1.747","2.201","1.821","2.386","1.741","1.623","1.396","1.262","1.063","1.005","0.93","0.746","0.928","1.681","1.977","1.632","1.757","1.853"
