name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
MarketCap,"7,439,893,913","7,093,406,707","5,717,861,535","4,610,934,720","4,354,636,000","1,957,781,651","742,324,059","1,092,251,098"
EnterpriseValue,"7,199,636,913","6,750,568,707","5,122,681,535","4,392,455,720","3,999,359,000","1,677,960,934","548,589,722","1,190,918,023"
PsRatio,"18.463","25.453","46.424","14.825","5,920.962",,,
PbRatio,"38.247","30.539","18.633",,"41.144","14.028","3.788",
EnterprisesValueRevenueRatio,"18.154","17.021","67.92","65.989","15.956",,,
EnterprisesValueEBITDARatio,"-14.539","-13.632","-8.297","-6.007","-12.809","-5.615","-4.389","-23.521"
