name,ttm,12/31/2023
MarketCap,"1,035,754,949","1,036,170,854"
EnterpriseValue,"843,351,949","883,047,854"
PbRatio,"2.381","3.526"
EnterprisesValueEBITDARatio,"-257.827","-269.963"
