name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010
MarketCap,"24,679,160,112","19,369,890,372","16,638,590,944","11,922,271,413","6,016,271,682","9,507,001,166","8,349,094,890","10,440,944,146","10,138,995,626","1,515,908,397","4,469,314,251","3,717,439,234","2,234,841,485","1,725,289,284","1,134,063,000"
EnterpriseValue,"37,547,860,112","32,186,290,372","27,703,190,944","19,230,071,413","13,961,871,682","16,988,501,166","14,352,794,890","15,433,644,146","15,134,395,626","7,487,308,397","7,527,714,251","6,501,639,234","4,633,841,485","3,174,589,284","2,480,363,000"
PeRatio,"30.301","22.801","70","38.985",,,"27.083",,,"22.364","45.909","66.293","58.066","129.721",
ForwardPeRatio,"21.645","15.823","16.026","17.391","17.825","83.333","59.524","117.647",,"10.672","32.258","30.395","28.571","28.169",
PegRatio,"1.259","2.199","0.655","1.031",,"1.655",,,,,"1.577","1.485","1.395","1.924",
PsRatio,"1.561","1.206","0.77","0.857","0.753","1.077","0.755","1.181","1.092","0.192","0.5","0.626","0.375","0.262","0.032"
PbRatio,"9.008","7.716","6.968","5.456","2.122","1.788","1.373","1.757","1.952","1.023","28.021","24.619","15.509","10.411","7.859"
EnterprisesValueRevenueRatio,"2.338","2.004","1.324","1.135","1.69","1.959","1.369","1.751","2.262","1.124","0.874","1.03","0.816","0.454","0.453"
EnterprisesValueEBITDARatio,"9.482","8.128","8.643","11.342","-44.085","13.454","11.361","14.49","14.742","6.695","7.629","10.096","8.433","5.964","6.715"
