name,ttm,09/30/2024,09/30/2023,09/30/2022,09/30/2021
MarketCap,"386,748,998","38,888,221","97,310,598","686,443,661","2,209,707,000"
EnterpriseValue,"369,033,998","25,239,221","64,981,598","613,363,341","2,209,707,000"
PeRatio,"2.455",,,,
ForwardPeRatio,"18.727",,,"18.762",
PsRatio,"534.145","46.178","38.125","128.521",
PbRatio,"32.725","2.538","1.214","12.285",
EnterprisesValueRevenueRatio,"1,259.502","390.47","33.53","114.838","46,035.563"
EnterprisesValueEBITDARatio,"1.822",,"-0.914","11.168","-8.166"
