name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
MarketCap,"994,013,808","962,837,346","969,991,337","1,362,030,207","1,086,301,466","1,131,612,649","846,687,900","1,011,744,474"
PeRatio,"9.581",,,"4.025",,"7.93","7.008",
PsRatio,"9.429",,,"4.007",,"7.93","6.92",
PbRatio,"1.013","1.009","0.889","1.067","1.076","1.023","0.819",
EnterprisesValueRevenueRatio,"13.624",,,"5.258",,"10.257","9.777",
