name,ttm,08/31/2024,08/31/2023,08/31/2022,08/31/2021,08/31/2020,08/31/2019,08/31/2018,08/31/2017,08/31/2016,08/31/2015,08/31/2014,08/31/2013,08/31/2012,08/31/2011,08/31/2010,08/31/2009,08/31/2008,08/31/2007,08/31/2006,08/31/2005,08/31/2004,08/31/2003,08/31/2002,08/31/2001,08/31/2000,08/31/1999,08/31/1998,08/31/1997
MarketCap,"2,812,350,283","2,744,640,992","2,462,047,270","1,955,348,341","2,602,206,609","2,016,599,314","1,845,490,382","2,645,481,658","2,470,060,287","2,539,421,173","2,565,991,485","2,707,383,993","2,599,142,873","2,209,575,856","1,957,255,963","771,665,031","526,838,300","629,323,552","702,967,495","374,244,518","220,132,093","64,223,337","73,584,186","175,040,538","267,976,000","234,652,200","177,905,000","78,063,102","76,804,000"
EnterpriseValue,"2,836,448,283","2,777,078,992","2,402,858,270","2,014,871,341","2,606,295,609","2,060,168,314","1,817,130,382","2,610,503,658","2,402,668,287","2,434,493,173","2,522,206,485","2,677,719,993","2,582,586,873","2,196,986,856","1,950,919,963","766,154,031","530,116,300","625,473,552","683,622,495","353,076,518","220,965,093","208,755,337","218,240,186","286,122,538","350,046,000","273,465,200","153,805,000","73,263,102","76,804,000"
PeRatio,"20.07","21.796","21.138","19.408","26.441","25.584","25.715","35.305","26.466","28.412","29.113","29.578","32.199","32.652","31.623","15.642","12.241","26.235","54.455","43.067",,,"38.846","39.692","76.786",,,"28.626",
ForwardPeRatio,,,,,,,,,"25","26.525","24.272","25.974","26.667","27.027","24.631",,,,,,,,,,,,,,
PegRatio,,,,,,,,,"1.667","1.768","1.619","1.732","1.334","1.351",,,,,,,,,,,,,,,
PsRatio,"0.561","0.564","0.566","0.489","0.73","0.599","0.57","0.837","0.82","0.864","0.93","1.075","1.14","1.054","1.125","0.541","0.414","0.589","0.788","0.488","0.281","0.105","0.101","0.276","0.586","0.663","1.646","0.893",
PbRatio,"2.504","2.506","2.259","2.02","2.895","2.463","2.37","3.527","3.583","4.148","4.467","5.168","5.605","5.275","5.208","2.296","1.754","2.394","2.866","1.595","1.11","0.747","0.506","1.213","2.06","1.782","1.895","0.757",
EnterprisesValueRevenueRatio,"0.577","0.578","0.557","0.51","0.74","0.621","0.568","0.836","0.808","0.841","0.925","1.08","1.156","1.071","1.138","0.549","0.424","0.591","0.769","0.481","0.357","0.342","0.316","0.461","0.716","0.898","1.412","0.754","1.032"
EnterprisesValueEBITDARatio,"9.55","9.805","9.388","8.907","11.947","11.117","11.035","14.366","12.874","13.733","14.499","16.204","17.568","16.677","17.05","8.492","7.435","12.966","18.267","12.724","52.913","37.324","10.841","11.896","20.59","-31.589","-13.856","-24.421","-11.463"
