name,ttm,12/31/2023,12/31/2022
MarketCap,"17,566,712,218","13,637,045,742","12,938,700,000"
EnterpriseValue,"29,050,712,218","25,035,045,742","27,919,700,000"
PeRatio,"8.636","6.466","1.093"
ForwardPeRatio,"5.477","4.398","5.571"
PsRatio,"1.285","0.655","0.434"
PbRatio,"1.291","1.61","1.719"
EnterprisesValueRevenueRatio,"1.951","1.165","0.936"
EnterprisesValueEBITDARatio,"2.608",,
