name,ttm
MarketCap,"417,250,490"
EnterpriseValue,"234,959,490"
PeRatio,"67.263"
ForwardPeRatio,"44.643"
PsRatio,"2.25"
PbRatio,"5.87"
EnterprisesValueRevenueRatio,"1.267"
EnterprisesValueEBITDARatio,"6.813"
