name,ttm,06/30/2024,06/30/2023,06/30/2022,06/30/2021,06/30/2020,06/30/2019,06/30/2018,06/30/2017,06/30/2016,06/30/2015,06/30/2014,06/30/2013,06/30/2012,06/30/2011,06/30/2010,06/30/2009,06/30/2008
MarketCap,"4,645,656,987","3,049,473,129","1,601,050,275","1,744,911,397","1,335,862,069","1,117,027,520","1,222,519,191","643,993,917","731,551,278","495,621,560","484,941,494","937,499,204","977,313,878","849,186,907","1,190,635,759","649,662,979","631,209,973","601,093,207"
EnterpriseValue,"4,683,605,987","3,209,349,129","1,783,511,275","2,012,108,397","1,475,231,069","1,211,490,520","1,019,691,191","443,796,917","562,065,278","319,226,560","374,385,494","789,772,204","862,162,878","761,944,907","1,021,744,759","588,523,979","604,150,973","542,572,207"
PeRatio,"19.306","16.511","14.264","19.241","20.335","49.527","28.421","58.464","119.467",,"13.901","96.28","37.529","75.161","89.568","31.239","51.31","19.555"
ForwardPeRatio,"15.361","14.104","12.21","14.577","21.692","36.364","34.13","25.575","38.61","28.736","34.602","21.459","24.45","34.247","36.9",,,
PegRatio,"0.768","0.705","0.61","0.728","1.086","2.421","2.278","1.705","2.569",,,"1.432","1.221","1.713","1.475",,,
PsRatio,"2.207","1.534","0.878","1.061","0.949","1.083","1.233","0.748","0.785","0.54","0.51","1.115","1.163","1.246","2.037","1.745","2.024","1.602"
PbRatio,"3.826","2.763","1.78","2.235","1.698","1.681","1.959","1.081","1.279","0.898","0.907","1.769","2.055","1.927","2.857","2.928","3.463","4"
EnterprisesValueRevenueRatio,"2.219","1.613","0.986","1.235","1.048","1.178","1.021","0.496","0.629","0.36","0.396","0.887","1.057","1.144","1.956","1.531","1.915","2.398"
EnterprisesValueEBITDARatio,"10.793","8.762","6.654","8.657","8.175","12.234","8.251","4.625","6.784","4.029","3.21","8.019","7.823","10.087","15.216","9.612","13.993","21.213"
