name,ttm,01/31/2024,01/31/2023,01/31/2022,01/31/2021,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016,01/31/2015,01/31/2014,01/31/2013,01/31/2012,01/31/2011,01/31/2010
MarketCap,"16,681,362,069","28,989,002,335","52,227,073,046","47,953,735,680","46,859,168,850","38,649,501,760","30,344,738,327","28,003,638,122","20,393,827,673","21,519,251,640","20,349,155,820","17,856,706,560","15,193,094,014","14,583,862,392","9,497,309,670","8,000,365,140"
EnterpriseValue,"33,710,287,069","46,710,289,335","68,302,172,046","61,558,258,680","58,120,693,850","49,765,897,760","32,988,418,327","30,898,546,122","23,368,281,673","24,443,427,640","22,900,063,820","20,615,901,560","18,074,772,014","17,076,217,392","12,288,090,670","11,795,360,140"
PeRatio,"12.517","15.198","22.724","20.379","19.268","24.083","17.101","22.916","17.369","19.649","20.138","18.051","16.869","19.194","15.28","22.371"
ForwardPeRatio,"12.151","18.051","18.904","18.657","19.57","20.877","17.361","18.762","15.552","16.667","16.393","14.837","13.908","15.773","12.92",
PegRatio,"2.144","6.855","1.787","2.109","1.424","1.911","1.309","1.8","1.353","1.275","1.2","0.996","0.881","0.818","0.675",
PsRatio,"0.415","0.746","1.473","1.466","1.512","1.463","1.234","1.213","0.991","1.121","1.124","1.067","0.977","0.993","0.736","0.653"
PbRatio,"2.272","4.493","8.571","7.747","6.708","5.813","4.774","4.875","3.804","4.027","3.808","3.385","3.209","3.124","2.342","2.802"
EnterprisesValueRevenueRatio,"0.839","1.197","1.882","1.811","1.789","1.827","1.314","1.323","1.099","1.221","1.24","1.197","1.13","1.153","0.943","1.03"
EnterprisesValueEBITDARatio,"11.464","12.911","17.557","15.7","14.676","18.363","12.976","12.573","9.873","10.892","11.002","10.157","9.492","10.011","8.116","10.175"
