name,ttm,12/31/2023,12/31/2022
MarketCap,"82,657,956,783","37,332,525,042","28,192,212,727"
EnterpriseValue,"89,276,956,783","43,598,525,042","32,354,212,727"
PeRatio,"29.138","22.436",
ForwardPeRatio,"28.09","19.268","19.841"
PegRatio,,,"0.817"
PsRatio,"3.496","1.444","1.245"
PbRatio,"6.576","3.176","2.61"
EnterprisesValueRevenueRatio,"3.723","1.648","1.429"
EnterprisesValueEBITDARatio,"13.991","9.36","15.378"
