name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020
MarketCap,"4,471,331,627","5,135,826,945","5,342,066,706","8,835,064,208","10,533,673,316"
EnterpriseValue,"7,877,231,627","8,594,426,945","8,784,066,706","12,261,764,208","13,602,873,316"
ForwardPeRatio,"9.794","10.526","10.363","17.606","22.727"
PsRatio,"1.896","2.208","2.361","4.278","6.228"
PbRatio,"1.308","1.505","1.515","2.466","2.919"
EnterprisesValueRevenueRatio,"3.404","3.714","3.949","5.662","7.824"
EnterprisesValueEBITDARatio,"10.826","11.812","11.662","15.779","23.353"
