name,ttm,12/31/2023,12/31/2022,12/31/2021
MarketCap,"799,469,191","1,444,982,654","538,585,298","2,002,646,954"
EnterpriseValue,"655,175,191","1,274,418,654","425,012,298","1,999,284,954"
PeRatio,"13.235"
PsRatio,"9.482","20.244","13.806",
PbRatio,"2.1","3.582","1.428",
EnterprisesValueRevenueRatio,"8.246","16.039","11.201","84.23"
EnterprisesValueEBITDARatio,"-6.744","-13.118","-3.67","-29.508"
