name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993
MarketCap,"49,491,023,658","46,535,930,990","38,410,531,366","52,503,557,486","28,014,600,756","47,733,227,413","51,911,844,449","53,387,162,863","55,830,579,645","60,163,735,436","56,597,586,290","47,262,199,250","48,992,695,536","37,881,973,847","29,545,083,666","22,802,977,281","11,997,285,565","19,372,562,299","22,428,685,823","17,254,360,156","14,402,635,005","9,457,064,326","6,321,449,396","5,097,606,324","4,086,583,272","3,931,217,316","4,753,173,000","3,583,879,632","3,003,156,000","1,422,525,000","1,096,391,000","926,493,750"
EnterpriseValue,"73,881,422,658","71,215,672,990","62,991,095,366","78,200,422,486","52,631,596,756","70,772,378,413","74,937,220,449","76,332,273,863","78,137,834,645","81,979,743,436","77,026,092,290","68,937,004,250","70,965,903,536","55,829,816,847","46,267,500,666","37,521,265,281","29,691,818,565","34,948,971,299","35,927,404,823","32,239,916,156","29,531,631,005","19,555,312,326","16,284,655,396","14,556,692,324","4,103,859,272","13,424,971,316","13,315,266,000","8,661,879,632","6,685,156,000","3,408,625,000","2,797,291,000","2,384,393,750"
PeRatio,"21.756","21.163","19.58","25.979","19.382","19.995","22.701","30.289","30.267","36.412","38.42","37.851","33.494","43.124","47.376","76","28.412","41.76","58.89","57.187","44.91","30.288","17.653","34.105",,"22.938","27.941","30.267","30.693","30.469","110.227","205.682"
ForwardPeRatio,"27.548","24.45","17.606","24.51","20.408","24.57","22.124","25.575","26.316","33.67","33.898","21.692","39.841","39.063","40.323",,"24.331",,,,,,,,,,,,,,,
PegRatio,"7.974","14.2","2.021","1.898",,"10.907","2.995","4.031","2.707",,"10.257","10.319","18.956","4.965","9.656",,"4.861",,,,,,,,,,,,,,,
PsRatio,"8.77","8.434","7.39","10.569","5.261","8.006","9.259","9.684","10.272","11.647","10.378","9.252","9.82","8.903","7.324","5.675","3.172","5.322","6.822","5.338","5.111","3.806","2.807","2.489","8.532","2.09","2.556","4.837","4.95","2.566","2.496","2.258"
PbRatio,"16.598","15.967","12.889","15.737","16.376","18.149","15.539","14.65","12.13","13.835","11.371","8.171","8.352","8.353","6.174","5.168","4.589","6.878","7.398","8.789","6.541","5.101","3.55","3.731","499.277","2.494","1.766","2.302","2.301","9.831","7.624","31.407"
EnterprisesValueRevenueRatio,"13.056","12.585","11.904","15.283","11.423","12.297","13.274","13.81","14.376","15.567","15.814","15.172","16.674","12.964","11.691","9.939","7.848","9.573","10.782","10.18","11.424","8.721","7.932","7.105","2.031","6.911","9.473","8.217","8.828","6.12","5.905","5.874"
EnterprisesValueEBITDARatio,"15.118","14.572","13.726","16.132","15.425","15.263","14.913","17.211","17.963","18.966","19.606","18.04","17.973","16.648","16.518","15.741","11.784","14.812","16.507","15.686","11.424","7.122","4.425","10.82","1.169","4.059","5.555","12.635","5.173","3.598","3.481","3.746"
