name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019
MarketCap,"6,130,503,354","7,735,834,948","8,856,027,132","4,994,566,000","9,356,814,000","369,923,194"
EnterpriseValue,"13,349,279,354","14,192,958,948","13,315,631,132","8,742,924,000","10,344,497,000","797,662,194"
PeRatio,"11.283","19.858","31.191","150.875",,
ForwardPeRatio,"13.717","5.675",,"13.661","60.976","222.222"
PegRatio,"1.242","0.406",,,,
PsRatio,"2.558","3.557","3.647","5.583","9.964","2.38"
PbRatio,"3.738","5.387","4.795","3.016","103.116","4.339"
EnterprisesValueRevenueRatio,"5.532","5.881","5.623","6.609","22.904","4.218"
EnterprisesValueEBITDARatio,"12.016","12.775","30.916","24.948","-58.912","-4.24"
