name,ttm,07/31/2024,07/31/2023,07/31/2022,07/31/2021,07/31/2020,07/31/2019,07/31/2018,07/31/2017,07/31/2016,07/31/2015,07/31/2014,07/31/2013,07/31/2012
MarketCap,"14,235,857,355","12,459,657,344","6,907,797,544","6,514,208,742","9,579,424,320","9,820,130,095","8,384,941,336","6,948,728,367","5,412,550,220","4,457,976,946","4,192,888,828","2,797,831,570","2,534,109,961","1,384,526,561"
EnterpriseValue,"13,880,877,355","12,112,953,344","6,653,241,544","6,177,912,742","8,961,814,320","9,221,881,095","7,693,949,336","6,256,660,367","4,935,077,220","3,879,290,946","3,642,895,828","2,367,462,570","2,379,988,961","1,178,808,561"
PeRatio,"460.676",,,,,,"126.025",,"515.429","409.8","227.115",,"397.818","102.64"
ForwardPeRatio,"87.719","84.746","500",,"434.783","95.238","68.493","68.493","70.922","68.493","95.238","73.529","100","58.48"
PegRatio,,,,,"47.355","6.694","2.986","3.801","9.483","2.659",,"6.12","8.364","4.86"
PsRatio,"13.715","12.825","7.981","8.127","12.714","13.951","10.739","11.432","11.445","11.08","11.555","7.902","9.937","4.59"
PbRatio,"11.227","9.693","5.78","4.508","6.157","6.192","5.495","5.265","6.491","6.057","6.34","4.406","12.097","7.526"
EnterprisesValueRevenueRatio,"13.399","12.632","7.561","7.747","11.831","13.053","10.122","10.542","10.404","9.481","9.771","7.197","8.772","5.08"
EnterprisesValueEBITDARatio,"312.964",,"-64.884","-34.957","1,010.01","844.417","75.346","404.936","203.475","160.149","136.229","94.048","240.963","44.457"
