name,ttm,06/30/2023,06/30/2022,06/30/2021,06/30/2020,06/30/2019,06/30/2018,06/30/2017,06/30/2016,06/30/2015,06/30/2014,06/30/2013
MarketCap,"2,323,384,475","3,977,815,151","1,813,250,295","2,475,885,208","2,579,327,425","2,974,637,131","3,382,411,932","2,668,164,752","2,612,922,710","2,926,773,101","2,857,925,349","2,608,103,472"
EnterpriseValue,"3,164,172,971","4,803,434,106","2,420,045,875","3,096,109,886","3,113,815,743","3,356,947,431","3,776,268,247","3,144,771,120","3,078,374,085","3,530,968,531","3,398,385,886","3,113,587,282"
PeRatio,"97.201",,,,,"338.878","816.404","147.117","64.475",,"12.283","67.975"
ForwardPeRatio,,,,,,,"81.301",,,,"21.097","14.903"
PegRatio,,,,,,,,,,,,"0.212"
PsRatio,"2.67","5.257","2.674","3.72","3.792","3.804","4.194","3.805","4.02","4.834","3.977","4.849"
PbRatio,"25.474","30.177","7.069","4.713","5.061","5.174","5.557","4.48","4.092","3.933","3.359","5.002"
EnterprisesValueRevenueRatio,"4.781","7.408","4.15","6.266","6.117","5.353","6.403","5.41","5.973","8.935","7.845","8.573"
EnterprisesValueEBITDARatio,"15.094","24.442","58.11","22.842","21.797","17.654","19.122","14.7","18.325","26.74","26.855","40.866"
