name,ttm,12/31/2023
MarketCap,"2,747,841,523","1,415,839,829"
EnterpriseValue,"2,233,932,523","992,985,829"
PbRatio,"3.742","2.704"
EnterprisesValueEBITDARatio,,"-11.823"
