name,ttm,09/30/2024,09/30/2023,09/30/2022,09/30/2021,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013,09/30/2012,09/30/2011,09/30/2010,09/30/2009,09/30/2008,09/30/2007,09/30/2006,09/30/2005,09/30/2004,09/30/2003,09/30/2002,09/30/2001,09/30/2000,09/30/1999,09/30/1998,09/30/1997,09/30/1996,09/30/1995,09/30/1994,09/30/1993,09/30/1992,09/30/1991,09/30/1990,09/30/1989,09/30/1988,09/30/1987,09/30/1986,09/30/1985
MarketCap,"16,478,152,741","16,264,784,589","17,195,860,227","13,820,907,579","17,270,569,022","12,079,399,963","12,158,464,642","10,879,671,874","7,014,865,648","6,255,580,496","4,633,787,399","6,432,170,133","7,658,768,423","5,253,307,668","4,126,173,904","4,865,803,283","5,693,768,025","6,663,893,971","9,086,369,010","4,408,757,105","3,917,961,797","2,170,986,101","2,518,209,688","1,691,154,749","1,676,835,139","1,063,734,798","849,647,500","794,003,000","792,478,376","579,037,500","634,238,496","611,695,644","575,600,250","687,704,222","642,921,279","205,088,870","129,763,842","93,597,145","61,170,988","32,016,422","25,424,342"
EnterpriseValue,"17,336,057,741","18,602,666,589","20,028,271,227","17,097,768,579","19,943,168,022","13,209,755,963","12,408,107,642","12,400,738,874","6,541,589,648","6,127,130,496","4,764,976,399","6,490,324,133","6,808,227,423","4,867,164,668","3,788,613,904","4,006,869,283","4,678,381,025","6,116,114,971","8,678,857,010","4,177,719,105","3,774,095,797","2,150,926,101","2,410,327,688","1,734,379,749","1,768,130,139","1,219,806,798","941,047,500","719,103,000","791,978,376","553,137,500","638,038,496","600,295,644","560,600,250","671,104,222","626,521,279","209,688,870","113,863,842","77,697,145","59,170,988","25,616,422","34,624,342"
PeRatio,"27.739","25.768","23.494","30.389","39.919","40.335","35.742","34.152","30.995","29.724","13.368","18.285","18.068","14.186","12.419","19.745","14.315","16.068","35.072","22.853","26.226","17.018","19.868","15.596","20.129","21.91","13.158","14.904","17.014","14.423","31.095","32.5","20.217","26.239","32.122","14.718","14.361","14.522","17.107","34.067","11.652"
ForwardPeRatio,"21.598","14.225","16.103","13.441","18.975","15.221","16.34","14.706","17.391","15.432","11.186","12.887","14.599","11.261","10.672",,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"1.615","0.704","1.282","1.061","1.282","1.451","1.111","1.006","1.522","1.834","0.86","0.991","1.124","1.076","0.763",,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"1.454","0.976","1.093","0.965","1.241","0.924","0.771","0.753","0.707","0.551","0.394","0.512","0.661","0.479","0.396","0.491","0.499","0.601","1.124","0.645","0.703","0.478","0.551","0.376","0.438","0.322","0.299","0.386","0.448","0.324","0.388","0.526","0.508","0.631","0.632","0.237","0.168","0.127","0.187","0.148","0.106"
PbRatio,"3.622","2.458","2.637","2.329","2.807","2.07","2.006","1.824","1.66","1.414","1.065","1.429","1.872","1.437","1.242","1.702","2.168","2.968","5.426","3.313","3.435","2.16","2.99","2.452","3.003","2.227","1.894","2.138","2.444","2.043","2.795","3.052","3.312","4.919","6.014","2.633","3.46","2.496","1.973","1.186","0.949"
EnterprisesValueRevenueRatio,"1.507","1.098","1.256","1.169","1.422","0.983","0.741","0.919","0.654","0.536","0.39","0.514","0.594","0.449","0.365","0.404","0.408","0.544","1.062","0.6","0.67","0.468","0.522","0.381","0.459","0.368","0.327","0.342","0.445","0.308","0.393","0.515","0.491","0.607","0.605","0.244","0.151","0.103","0.185","0.123","0.157"
EnterprisesValueEBITDARatio,"13.813","13.685","14.116","14.84","22.726","19.71","13.182","17.484","14.722","13.64","6.855","9.028","8.881","7.14","6.103","8.172","6.552","8.54","19.22","11.815","13.059","9.255","10.369","8.36","9.868","7.746","6.727","6.567","8.581","6.754","13.21","14.026","10.211","14.526","15.983","7.681","23.722","5.886","9.392","4.833","5.771"
