name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011
MarketCap,"1,839,811,071","1,826,495,875","1,716,151,362","2,319,387,653","2,334,788,940","3,009,781,799","2,853,921,702","3,842,784,212","3,044,061,522","2,695,869,650","4,424,776,592","2,982,605,821","2,064,174,044","1,789,030,127"
EnterpriseValue,"4,033,438,071","4,038,429,875","3,925,503,362","4,563,681,653","4,415,284,940","4,851,919,799","5,085,637,702","6,674,278,212","4,448,431,522","4,137,797,650","5,708,671,592","4,050,335,821","3,361,964,044","2,763,386,127"
PeRatio,"36.906","37.806",,,,"32.218","20.961","19.663","15.403","15.904","33.53","31.179","49.599",
ForwardPeRatio,"59.172","51.02","20.576","99.01",,"36.101",,"25.84","23.095","15.175","21.505","21.505","24.51","14.514"
PegRatio,,,,,,,,,,,"2.037","2.04","2.324","2.418"
PsRatio,"1.395","1.412","1.531","3.575","3.22","1.889","1.568","2.414","2.619","2.476","3.935","2.933","2.398","2.429"
PbRatio,"0.934","0.909","0.833","1.133","0.98","1.051","0.896","1.19","1.411","1.249","1.866","1.405","1.153","0.976"
EnterprisesValueRevenueRatio,"3.043","3.047","3.289","5.809","9.333","3.098","2.888","4.921","3.835","3.641","5.147","4.174","3.957","3.661"
EnterprisesValueEBITDARatio,"11.373","11.387","12.303","-228.138","-66.36","11.442","9.428","17.579","10.403","10.656","17.111","13.734","13.168","12.701"
