name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989
MarketCap,"19,148,342,050","21,046,462,156","19,504,464,505","36,732,509,626","39,861,572,674","29,019,230,331","28,887,285,290","21,388,261,173","19,240,261,730","31,758,569,906","39,171,977,761","39,369,152,762","32,156,415,391","35,332,807,622","37,689,283,502","30,113,664,882","25,354,007,050","37,668,824,017","64,900,076,669","55,494,969,859","50,800,482,583","28,554,097,863","10,766,650,350","42,101,930,932","88,516,655,475","128,564,429,460","46,715,376,216","36,358,447,951","29,017,486,968","18,673,492,500","11,975,834,770","8,771,707,020","5,756,568,500","4,181,658,250","7,005,635,250","6,240,120,254"
EnterpriseValue,"19,533,110,102","20,994,830,868","18,992,231,686","34,170,024,889","38,666,655,643","28,003,790,056","27,748,196,535","20,945,396,369","17,210,045,481","28,447,921,723","33,267,373,790","33,561,029,526","24,158,958,110","28,637,132,597","28,884,183,380","23,678,334,516","19,445,768,667","32,949,824,017","59,112,216,805","48,096,013,290","42,343,482,583","23,358,097,863","8,850,650,130","44,707,931,678","90,863,102,090","129,431,429,358","46,837,376,261","34,660,447,097","27,526,485,885","18,050,676,999","11,969,325,246","8,765,907,020","5,506,268,536","3,711,658,166","6,412,835,356","6,084,461,048"
PeRatio,"21.739",,"8.962","16.26","22.587",,,,"16.737","24.723","22.27",,"36.936","14.682","22.522",,"17.462","11.016","17.515","18.989","17.439",,,,"34.667","90.955","28.5","21.199","29.029","19.158","23.607","25.238","82.813","30.078","12.598","17.724"
ForwardPeRatio,"11.737","11.468","8.418","13.624","15.674","15.848",,"37.879","15.625","12.18","14.286","16.447","12.034","10.707","13.21",,,,,,,,,,,,,,,,,,,,,
PegRatio,"3.532","2.012","1.904","2.532","0.341","0.174",,"2.587",,"1.386","1.296","1.464","1.416","1.197","1.896",,,,,,,,,,,,,,,,,,,,,
PsRatio,"0.742","0.757","0.793","1.421","1.421","1.206","1.305","0.874","0.755","1.098","1.352","1.125","0.937","0.998","1.236","3.012","0.942","1.277","2.566","2.963","2.503","1.713","0.509","1.867","3.17","5.192","2.1","1.736","1.627","0.976","1.173","1.126","0.844","0.582","0.931","1.026"
PbRatio,"1.982","1.963","1.468","3.366","3.939","3.479","2.796","1.597","1.299","1.92","2.14","1.917","1.547","1.614","1.758","55.108","1.417","1.816","3.932","4.629","4.346","3.396","1.269","6.435","9.226","15.845","5.998","5.462","4.937","5.317","4.174","3.431","2.336","1.38","2.356","4.448"
EnterprisesValueRevenueRatio,"0.074","0.08","0.07","0.147","0.166","0.123","0.132","0.102","0.078","0.115","0.146","0.148","0.106","0.126","0.142","0.115","0.093","0.175","0.33","0.317","0.319","0.199","0.061","0.193","0.33","0.601","0.254","0.206","0.219","0.183","0.142","0.138","0.117","0.08","0.138","0.155"
EnterprisesValueEBITDARatio,"-2.195","-2.359","0.52","0.878","1.05","1.464","3.86","-0.795","1.31","0.902","1.227","1.171","1.126","0.995","1.108","1.189","0.699","0.927","1.655","1.241","1.247","-8.248","3.573","-2.311","2.143","5.189","1.846","1.407","1.787","1.521","1.227","1.418","1.67","1.105","0.887","1.216"
