name,ttm,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009
MarketCap,"28,085,509,311","28,842,497,901","30,768,614,325","43,619,632,554","70,089,481,196","62,602,007,381","60,505,284,449","49,400,082,293","25,253,992,060","54,661,802,458","54,108,044,774","64,267,579,571","57,393,736,863","64,900,689,228","64,598,157,297"
PeRatio,"9.679","5.823","10.397","10.588","17.765","13.855","21.887","9.239","7.131","12.251","12.928","11.256",,,
ForwardPeRatio,"6.873","5.525","5.308","8.41","12.346","20.121","20.08","9.97","5.977","8.117","5.382","5.928",,,
PegRatio,"0.614","0.877","0.342","1.356","1.186","7.192","9.562","5.538","1.494","0.549","0.308","0.339",,,
PsRatio,"1.33","1.326","1.907","2.133","3.161","2.469","1.94","2.397","1.531","2.502","1.15","1.001",,,
PbRatio,"0.787","0.9","1.075","1.567","2.258","1.917","1.775","1.755","1.266","2.014","1.967","1.714",,,
