name,ttm,08/31/2024,08/31/2023,08/31/2022,08/31/2021,08/31/2020,08/31/2019,08/31/2018,08/31/2017,08/31/2016,08/31/2015,08/31/2014,08/31/2013,08/31/2012,08/31/2011,08/31/2010,08/31/2009,08/31/2008,08/31/2007,08/31/2006,08/31/2005,08/31/2004,08/31/2003,08/31/2002,08/31/2001,08/31/2000,08/31/1999,08/31/1998,08/31/1997,08/31/1996,08/31/1995,08/31/1994,08/31/1993,08/31/1992,08/31/1991,08/31/1990,08/31/1989
MarketCap,"1,277,113,015","1,350,418,099","1,366,465,100","1,760,752,800","1,797,093,000","1,082,741,550","952,002,280","1,030,293,660","926,039,290","764,934,800","860,636,700","990,139,011","977,735,107","831,575,280","788,447,200","460,372,535","513,283,395","1,000,272,142","476,065,785","329,469,827","291,446,790","293,773,509","259,354,373","254,611,568","220,070,844","213,432,436","212,761,000","273,579,250","366,939,378","245,658,965","150,478,062","135,299,629","140,106,199","142,698,888","98,239,038","51,962,842","40,820,505"
EnterpriseValue,"1,220,620,015","1,332,791,099","1,358,615,100","1,804,687,800","1,795,726,000","1,108,552,550","957,256,280","1,035,340,660","929,853,290","790,657,800","824,022,700","820,995,011","808,591,107","692,416,280","688,851,200","389,811,535","452,979,395","1,014,543,142","465,419,785","305,946,827","251,781,790","269,998,509","237,096,373","230,464,568","187,970,844","181,332,436","180,461,000","269,979,250","363,639,378","242,758,965","145,978,062","133,599,629","138,106,199","140,298,888","91,639,038","50,062,842","40,820,505"
PeRatio,"19.574","18.853","19.3","33.132","35.053","42.523","169.731","47.647","37.639","80.854","22.755","19.842","14.236","19.337","21.448","18.621","37.396","31.383","30.939","28.52","61.707","32","19.386","24.716","28.209","17.217","17.839","12.5","18.196","17.967","13.911","41.667","46.154","45.709","57.728","31.019","42.067"
ForwardPeRatio,"22.222",,"19.418","22.779",,,"25.189","24.753","29.762","25.707","22.026","16.978","12.69","15.576","18.904",,"29.07",,,,,,,,,,,,,,,,,,,,
PegRatio,"1.17",,"1.021","1.2",,,,,,,,"1.558","0.667","0.819","0.809",,"2.114",,,,,,,,,,,,,,,,,,,,
PsRatio,"2.135","2.215","1.969","2.408","3.325","2.418","2.049","1.851","1.781","1.578","1.59","1.625","1.461","1.519","1.648","1.295","1.538","2.491","1.72","1.478","1.684","1.516","1.614","1.856","1.776","1.758","1.949","1.881","2.353","1.934","1.456","1.201","1.372","1.31","0.973","0.506","0.441"
PbRatio,"2.656","2.813","3.128","4.624","5.346","3.827","3.521","3.713","3.512","3.123","2.735","2.431","2.632","2.675","2.86","2.005","2.472","5.448","3.376","2.725","2.666","2.619","2.505","2.822","2.703","2.756","2.573","3.01","4.312","3.17","2.19","1.987","2.524","3.214","3.19","2.165","2.551"
EnterprisesValueRevenueRatio,"2.011","2.152","1.949","2.458","3.311","2.474","2.057","1.861","1.792","1.559","1.411","1.327","1.206","1.256","1.438","1.088","1.347","2.527","1.651","1.354","1.42","1.373","1.455","1.661","1.484","1.397","1.546","1.734","2.325","1.889","1.306","1.185","1.353","1.288","0.908","0.488","0.441"
EnterprisesValueEBITDARatio,"11.795","11.816","11.079","18.808","20.939","20.1","38.859","17.157","16.206","19.47","10.294","8.892","6.904","8.869","9.982","7.947","13.722","17.742","15.034","15.462","27.288","17.812","13.521","16.481","13.83","9.368","10.082","9.121","13.671","11.615","9.479","8.51","9.658","10.093","8.11","4.43","3.612"
