name,ttm,02/29/2024,02/28/2023,02/28/2022,02/28/2021,02/29/2020,02/28/2019,02/28/2018,02/28/2017,02/29/2016,02/28/2015,02/28/2014,02/28/2013,02/29/2012,02/28/2011,02/28/2010,02/28/2009,02/29/2008,02/28/2007,02/28/2006,02/28/2005,02/29/2004,02/28/2003,02/28/2002,02/28/2001,02/29/2000,02/28/1999,02/28/1998,02/28/1997
MarketCap,"12,274,165,392","12,451,343,181","10,913,776,438","17,608,031,961","19,425,328,809","14,265,156,486","10,400,441,180","11,129,989,596","12,039,846,773","9,007,387,944","14,093,878,610","10,736,252,205","8,677,053,608","6,970,271,859","7,989,576,961","4,499,518,788","2,078,370,330","4,013,791,026","5,692,797,291","3,297,685,565","3,442,011,375","3,528,467,674","1,551,399,857","990,182,200","134,239,900","41,622,750","104,971,500","205,387,000","439,932,500"
EnterpriseValue,"31,217,868,392","31,334,498,181","29,013,016,438","36,123,304,961","34,577,615,809","29,780,827,486","24,244,385,180","24,113,336,596","23,824,964,773","19,580,524,944","22,719,691,610","17,381,478,205","13,970,421,608","11,580,319,859","11,992,240,961","4,631,230,788","2,215,877,330","4,328,657,026","5,858,819,291","3,470,938,565","3,606,858,375","3,579,772,674","1,672,835,857","1,075,344,200","317,632,900","246,059,750","227,371,500","317,787,000","269,532,500"
PeRatio,"27.126","25.24","19.285","15.059","26.266","16.921","14.342","16.556","20.424","15.472","26.952","22.114","21.104","17.145","21.18","18.523","47.15","22.12","28.641","22.604","30.841","31.481","16.538","32.61","11.977","162.5",,,
ForwardPeRatio,"21.142","21.93","18.182","14.881","21.008","15.528","12.438","13.889","18.018","13.831","22.727","17.731","17.513","15.848","19.342",,,,,,,,,,,,,,
PegRatio,"0.971","0.977","1.392","0.854","3.297","1.433","0.974","1.042","1.61","1.166","1.563","1.316","1.469","1.34","1.338",,,,,,,,,,,,,,
PsRatio,"0.482","0.471","0.351","0.616","1.053","0.746","0.619","0.675","0.807","0.648","1.078","0.899","0.839","0.708","0.897","0.63","0.276","0.494","0.765","0.534","0.664","0.808","0.396","0.285","0.056","0.021","0.076","0.396","0.862"
PbRatio,"1.976","2.06","1.989","3.446","4.723","3.85","3.028","3.372","3.993","3.093","4.405","3.265","2.87","2.608","3.486","2.44","1.329","2.696","4.564","3.436","4.297","5.364","2.797","2.04","0.343","0.121","0.301","0.541","1.123"
EnterprisesValueRevenueRatio,"1.202","1.177","0.917","1.23","1.844","1.514","1.352","1.411","1.534","1.309","1.643","1.41","1.317","1.158","1.336","0.652","0.294","0.528","0.785","0.555","0.686","0.809","0.421","0.336","0.127","0.122","0.168","0.623","0.528"
EnterprisesValueEBITDARatio,"17.747","19.44","20.755","16.767","27.003","20.029","17.625","17.589","19.244","16.397","21.78","18.594","17.301","14.782","17.74","10.22","15.458","16.606","25.535","20.976","29.118","31.78","18.429","6.41","3.063","8.978","-10.287","-6.395","-33.692"
