name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
MarketCap,"1,397,319,451","1,616,505,484","1,493,340,659","2,145,747,783","1,688,400,848","1,939,491,906","1,200,732,088","1,311,608,078","1,482,615,971","1,179,059,348","2,003,197,123"
EnterpriseValue,"1,596,719,451","1,597,305,484","1,547,740,659","2,204,247,783","1,792,800,848","2,060,891,906","1,320,032,088","1,565,108,078","1,774,215,971","1,595,959,348","2,368,902,123"
PeRatio,"19.709",,,"25.108",,"17.924","66.55",,,,
ForwardPeRatio,,,"11.723","14.599","16.026","16.667","11.468","14.514","15.773",,"13.158"
PegRatio,,,,,,,,,,,"0.658"
PsRatio,"2.016","2.382","1.895","2.534","2.264","2.333","1.48","1.549","1.377","1.081","1.689"
PbRatio,"1.351","1.606","1.267","1.571","1.335","1.543","1.067","1.265","1.444","0.982","1.576"
EnterprisesValueRevenueRatio,"2.257","2.257","2.024","2.539","2.346","2.411","1.596","2.103","2.348","2.118","2.589"
EnterprisesValueEBITDARatio,"16.145","16.151","-4.299","12.145","20.144","15.154","10.146","16.052","14.507","9.438","8.146"
