name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988
MarketCap,"3,054,900,000","3,530,900,000","1,776,868,275","2,710,720,000","2,639,340,000","3,115,780,000","4,469,420,000","3,203,210,249","3,708,247,419","3,442,690,790","3,348,906,400","3,521,453,100","2,966,080,320","3,688,348,785","4,272,217,180","3,670,161,400","3,807,349,540","7,366,846,727","6,115,087,219","4,302,181,681","3,864,350,258","3,058,193,650","2,154,717,971","3,984,353,000","5,170,122,028","8,854,180,422","3,320,098,000","2,704,378,000","2,374,810,625","2,831,625,000","2,737,146,750","2,622,655,000","1,293,468,750","1,135,239,000","549,803,000","886,533,375","578,202,500"
EnterpriseValue,"6,934,900,000","7,267,900,000","5,640,868,275","6,102,720,000","4,808,340,000","5,124,780,000","5,367,420,000","4,299,210,249","4,666,247,419","4,223,081,790","3,911,896,400","4,172,231,100","3,365,996,320","3,953,147,785","4,699,247,180","4,243,348,400","4,643,247,540","8,148,254,727","7,022,969,219","5,432,239,681","5,014,214,258","4,300,689,650","3,451,513,971","4,622,568,000","5,467,730,028","9,202,680,422","3,799,598,000","3,207,078,000","2,715,610,625","3,136,325,000","3,026,946,750","2,840,555,000","1,640,368,750","1,172,539,000","553,503,000","948,233,375","576,402,500"
PeRatio,"57.048","296.714","21.276","20.737","11.12","24.646","11.057",,"72.867","15.696",,"35.744","27.108","21.077","32.641","17.101","113.789","23.624","36.82","33.154","35.524","40.805",,"21.86","24.197","30.774","15.323","24.031","18.46","34.794",,,"198.864",,,,
ForwardPeRatio,"29.94","28.653","12.953","10.941",,,,"107.527","52.083","59.172",,"52.356","13.736","21.368","25.84",,,,,,,,,,,,,,,,,,,,,,
PegRatio,"1.107","0.814","2.767",,,,,,,,,"6.116","1.708","7.118","8.607",,,,,,,,,,,,,,,,,,,,,,
PsRatio,"0.801","0.895","0.429","0.67","0.667","0.797","1.143","0.838","0.944","0.86","0.888","0.857","0.673","0.867","1.034","0.877","0.894","1.886","1.821","1.443","1.368","1.19","0.986","2.149","3.495","6.532","2.854","3.052","3.409","6.223","8.003","7.988","7.513","8.174","8.693","27.507","35.892"
PbRatio,"0.66","0.767","0.386","0.599","0.598","0.747","1.114","0.942","1.022","0.969","1.008","1.041","0.794","1.021","1.227","1.078","1.187","2.305","2.121","1.588","1.493","1.225","0.892","1.706","2.351","3.893","1.702","1.66","1.609","2.164","2.505","2.79","2.868","3.147","4.891","10.529","19.146"
EnterprisesValueRevenueRatio,"1.775","1.861","1.353","1.481","1.191","1.274","1.353","1.105","1.169","1.048","1.005","1.065","0.756","0.91","1.125","1.007","1.094","2.065","2.022","1.792","1.787","1.668","1.571","2.44","3.185","5.838","2.888","3.657","3.993","6.53","9.106","11.486","9.996","11.784","8.786","23.529","31.845"
EnterprisesValueEBITDARatio,"7.201","7.547","6.033","5.908","4.601","5.14","5.528","9.428","5.74","3.85","6.477","3.774","3.932","4.152","5.379","4.276","6.447","6.738","8.119","7.324","7.539","7.946","5.458","7.481","9.799","18.943","9.924","12.34","13.841","23.706","36.557","75.951","53.607","325.705","162.795","-145.882","-134.047"
