name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
MarketCap,"853,425,502","871,151,789","388,128,910","599,664,541","122,995,895","146,543,114","198,408,211","272,168,438"
EnterpriseValue,"912,013,502","945,654,789","475,468,910","601,731,541","142,571,895","157,811,114","207,762,680","311,636,985"
PeRatio,"9.734","11.687","3.268","37.381","62.369","5.594","10.313",
ForwardPeRatio,"6.406","9.033",,"6.021","20.408","5.612","2.929","4.439"
PsRatio,"1.087","1.25","0.761","2.405","0.741","0.636","0.957","6.668"
PbRatio,"2.419","2.567","1.3","3.094","0.712","0.876","1.448","2.354"
EnterprisesValueRevenueRatio,"1.315","1.364","0.841","2.123","0.844","0.686","0.913","5.106"
EnterprisesValueEBITDARatio,"5.435","5.635","2.448","8.224","10.373","3.106","5.322","-24.463"
