name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006
MarketCap,"7,754,096,590","5,657,528,254","6,695,003,193","7,475,226,000","4,129,294,000","2,856,898,000","1,904,334,000","880,601,333","504,531,329","745,998,520","980,671,909","1,408,127,231","1,275,858,339","1,333,124,145","1,507,687,506","492,542,590","102,917,565","3,025,724,061","1,699,518,628"
EnterpriseValue,"9,601,168,590","7,816,897,254","9,448,296,193","7,927,702,000","4,345,822,000","3,143,107,000","1,886,587,000","885,039,333","535,998,329","760,153,520","815,246,909","1,089,243,231","996,088,339","1,113,968,145","1,364,005,506","416,751,590","73,683,565","2,996,505,061","1,618,605,628"
PeRatio,"10.021","8.609","11.902","11.188","28.876",,"103.92",,,,,"19.181","9.993","12.107","22.526",,,"18.405","35.122"
ForwardPeRatio,"10.341","7.893","9.931","14.749","21.93","22.523",,,,,"14.514","13.661","8.562","9.921","18.018",,,,
PegRatio,,,,,,,,,,,"1.345","1.265","0.793","0.397","1.201",,,,
PsRatio,"2.004","1.475","2.083","3.945","3.492","2.495","1.697","0.916","0.483","0.729","0.903","1.195","1.168","1.369","1.899","0.758","0.142","3.658","6.015"
PbRatio,"5.333","4.714","10.606","21.186","18.112","24.309","9.665","3.715","1.84","2.24","1.702","2.04","2.067","2.706","4.009","1.712","0.358","6.813","9.579"
EnterprisesValueRevenueRatio,"2.423","1.973","2.658","3.427","3.136","2.554","1.734","0.865","0.517","0.697","0.68","0.913","0.887","1.113","1.727","0.645","0.102","3.536","4.563"
EnterprisesValueEBITDARatio,"8.793","7.159","10.57","11.049","18.007","20.655","19.783","16.962","19.374","-20.119","27.477","10.629","5.441","6.373","11.51","-39.861","-0.49","11.582","15.654"
