name,ttm,07/31/2024,07/31/2023,04/30/2022,04/30/2021,04/30/2020,04/30/2019,04/30/2018
MarketCap,"475,628,514","502,611,285","491,825,785","536,292,113","685,965,940","576,643,051","663,505,541","615,207,965"
PeRatio,"18.246","28.179",,"10.297","47.161","7.878",,
PsRatio,"19.597","35.327",,"10.764","47.516","7.77",,
PbRatio,"0.857","0.896","0.494","0.764","1.007","0.825","1.009","0.883"
EnterprisesValueRevenueRatio,"19.603","31.584",,"10.081","47.286","7.85",,
