name,ttm,12/31/2023,12/31/2022,12/31/2021
MarketCap,"1,100,451,849","1,663,021,952","3,382,234,750","18,879,870,821"
EnterpriseValue,"1,213,412,849","1,890,535,952","3,795,247,750","19,520,874,821"
PeRatio,"27.667","21.167","13.025","105.602"
ForwardPeRatio,"18.45","14.881","12.407",
PsRatio,"2.547","3.635","4.87","35.957"
PbRatio,"1.251","1.997","4.552","41.72"
EnterprisesValueRevenueRatio,"2.798","3.961","5.128","37.178"
EnterprisesValueEBITDARatio,"7.257","9.843","8.543","55.623"
