name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
MarketCap,"1,547,463,715","2,395,568,523","1,691,939,024","5,011,879,104","4,549,162,295","739,553,785","429,112,442","410,369,311","208,052,396","42,141,283","14,327,238","47,795,318"
EnterpriseValue,"1,420,609,715","2,275,441,523","1,558,316,024","4,915,009,104","4,458,129,295","706,117,223","427,557,338","408,814,207","207,810,989","41,899,876","14,120,422","47,631,692"
PeRatio,,"517.333","48.174","71.681","185.647",,,,,,,
PsRatio,"0.358","0.574","0.366","1.628","3.079","0.811","1.003","3.115","4.82","2.21","1.086",
PbRatio,"6.372","9.611","6.618","26.58","41.016","16.476","18.148","90.299","102.586","67.294","65.847","1,466.384"
EnterprisesValueRevenueRatio,"0.332","0.532","0.339","1.303","2.479","0.721","0.855","2.619","3.88","1.865","1.056","4.451"
EnterprisesValueEBITDARatio,"390.922","626.153","102.211","121.659","125.313","-110.417","-19.896","-18.858","-28.415","-22.897","294.636","-42.879"
