name,ttm,11/30/2023,11/30/2022,11/30/2021,11/30/2020,11/30/2019,11/30/2018,11/30/2017,11/30/2016,11/30/2015,11/30/2014,11/30/2013,11/30/2012,11/30/2011,11/30/2010,11/30/2009,11/30/2008,11/30/2007,11/30/2006,11/30/2005,11/30/2004,11/30/2003
MarketCap,"901,548,336","1,391,724,429","1,904,125,046","2,259,112,705","3,307,992,492","2,274,342,363","1,192,748,371","1,251,843,574","1,467,164,454","1,193,510,196","889,484,052","735,560,667","1,070,254,150","2,749,390,003","3,382,705,270","1,045,675,403","61,285,260","1,031,058,870","1,478,004,360","668,642,123","535,549,450","251,921,997"
EnterpriseValue,"913,348,336","1,395,766,429","1,894,304,046","2,200,457,705","3,290,675,492","2,223,508,363","1,121,576,371","1,251,994,574","1,442,369,454","1,142,742,196","808,510,052","619,148,222","956,125,193","2,813,883,514","3,369,468,649","1,124,197,668","94,488,315","915,019,964","1,381,711,956","637,261,713","488,435,216","243,594,470"
PeRatio,,,,,,,,,,,,,"44.105",,,,,,,,,
ForwardPeRatio,,,,,,,,,,,,,"4.9",,,,,,,,,
PsRatio,,,,,,,,,,,,,,"6,986.311","5,231.484","634.446","11.409","138.373","203.073","194.525","152.605","236.537"
PbRatio,"25,837.908","34,235.122","47.119","25.81","28.436","15.809","7.166","4.131","4.68","3.504","2.035","1.523","2.223","12.748","10.905","3.43","0.092","1.606","3.822","3.467","3.708","8.683"
EnterprisesValueRevenueRatio,,,,,,,,,,,,,,"7,245.925","5,734.959","995.033","26.663","129.374","189.957","202.126","154.593","198.635"
EnterprisesValueEBITDARatio,"-27.102","-41.416","-41.712","-63.824","-116.151","-115.826","-45.818","-39.898","-51.755","-42.942","-24.219","-13.396","12,748.336","25.853","-17.437","-19.59","-0.635","-8.5","-50.741","-89.089","-68.674","-55.663"
