name,ttm,12/31/2022,12/31/2021
MarketCap,"3,251,536,479","3,560,151,657","6,106,350,264"
EnterpriseValue,"2,114,920,830","1,507,106,762","4,253,809,357"
PeRatio,"198.709","9.969","25.846"
ForwardPeRatio,,,"16.077"
PsRatio,"18.653","3.126","4.063"
PbRatio,"1.468","1.574","2.929"
EnterprisesValueRevenueRatio,"1.991","0.283","0.499"
EnterprisesValueEBITDARatio,"-2.538","1.227","1.763"
