name,ttm,06/30/2024,06/30/2023,06/30/2022,06/30/2021,06/30/2020,06/30/2019,06/30/2018,06/30/2017,06/30/2016
MarketCap,"5,259,011,495","4,504,946,305","4,493,266,700","3,658,277,000","4,161,870,690","3,524,772,440","6,650,957,288","7,340,137,327","4,635,813,600","4,193,200,570"
EnterpriseValue,"6,300,113,495","5,632,160,305","5,567,202,700","4,671,231,000","5,229,314,690","2,819,622,440","5,490,054,288","6,269,736,327","3,600,202,600","2,741,513,570"
PeRatio,"75.062","188.13","55.472","49.671",,,"173.876","71.472",,
ForwardPeRatio,"1,250","68.966","53.476",,"161.29","285.714",,,,"121.951"
PsRatio,"5.095","4.888","4.882","4.631","15.88","2.296","3.964","4.738","3.877","3.662"
PbRatio,"1.57",,,,,"1.38","2.474","2.838","1.861","1.569"
EnterprisesValueRevenueRatio,"6.073","6.077","5.95","5.89","19.97","1.842","3.257","4.054","2.926","2.379"
EnterprisesValueEBITDARatio,"40.67","68.923","38.19","101.403","-71.455","-12,531.655","31.542","56.415","60.516","33.014"
