name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003
MarketCap,"2,891,603,319","3,194,793,470","567,136,528","2,606,993,379","1,334,114,553","28,092,816","21,923,777","274,341,699","17,295,248","9,436,462","54,852,342","45,912,364","25,483,202","7,787,470","24,219,413","65,193,493","192,354,054","269,148,191","58,955,750","16,055,247","7,613,408","11,112,001"
EnterpriseValue,"2,004,601,319","2,774,765,470","207,050,528","2,441,543,379","1,315,254,553","10,733,671","20,852,575","266,216,360","2,653,976","-7,232,079","30,580,111","31,233,512","16,395,748","5,895,406","15,199,688","54,079,431","178,008,797","246,763,261","60,443,463","17,165,788","11,004,920","15,508,288"
PeRatio,,,,"77",,,,,,,,,,,,,,,,,,
ForwardPeRatio,,,,"12.034","833.333",,,,,,,,,,,,,,,,,
PsRatio,"7.112","9.776","1.483","14.413","70.454","2.582","2.909","1,312.777","139.979","35.149","254.556","218.523","205.895","29.259","63.966","114.327","234.145","268.907","49.752","18.801","9.468","17.08"
PbRatio,"1.532","2.383","0.438","3.384","21.996","0.999","1.37","30.942","1.016","0.499","2.114","2.893","2.384","2.588","2.153","5.088","10.753","10.155","19.27","5.36","7.936",
EnterprisesValueRevenueRatio,"7.142","9.886","0.799","11.45","108.87","1.57","2.658","987.241","27.446","-36.51","116.427","222.006","263.903","20.935","34.653","185.922","204.749","290.687","53.011","19.962","13.686","23.838"
EnterprisesValueEBITDARatio,"-719.527","-995.968","8.162","213.478","-324.434","-0.599","-0.375","-21.574","-1.062","0.86","-3.046","-2.673","-1.921","-0.618","-1.196","-3.469","-18.625","-40.145","-22.328","-10.389","-10.011","-15.633"
