name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
MarketCap,"1,916,821,364","1,832,738,394","1,733,168,363","1,203,580,168","1,064,878,399","238,293,449","110,519,981","213,655,778","130,446,391"
EnterpriseValue,"1,340,873,364","1,460,787,394","1,383,717,363","995,511,168","915,270,399","167,058,449","20,920,981","444,197,778","360,988,391"
PeRatio,,,,,,,,,"3.526"
PsRatio,,,"12.026","81.472","552.689","169.479","47.078","140.433","106.844"
PbRatio,"3.459","5.102","5.127","6.048","8.069","5.41","1.72","2.209","1.392"
EnterprisesValueRevenueRatio,"8.997",,,"7.126","603.342","110.124","13.791","210.72","295.892"
EnterprisesValueEBITDARatio,"-6.411","-6.985","-9.467","37.052","-12.944","-2.986","-0.283","-7.179","-8.265"
