name,ttm,12/31/2023,12/31/2022,12/31/2021
MarketCap,"1,177,436,495","796,866,906","300,366,979","975,161,165"
EnterpriseValue,"1,135,969,495","749,037,906","256,129,979","1,112,757,165"
PsRatio,"5.856","4.707","2.2","8.858"
PbRatio,"17.105","9.938","3.48",
EnterprisesValueRevenueRatio,"5.801","4.611","1.88","10.322"
EnterprisesValueEBITDARatio,,"-57.547","-8.119","-29.049"
