name,ttm,12/31/2023,12/31/2022,12/31/2021
MarketCap,"1,693,748,540","464,285,791","444,248,712","1,751,570,904"
EnterpriseValue,"1,364,362,540","-47,875,209","-241,303,288","1,337,945,904"
PsRatio,"0.778","0.189","0.143","2.934"
PbRatio,"4.95","1.447","1.134","4.289"
EnterprisesValueRevenueRatio,"0.644","-0.024","-0.069","2.509"
EnterprisesValueEBITDARatio,"-0.65","0.227","0.716","-2.349"
