name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004
MarketCap,"33,049,231,033","37,495,284,442","39,876,868,795","35,268,240,000","37,316,664,000","51,690,366,000","59,341,424,000","67,370,207,501","61,699,770,754","66,968,110,000","79,622,410,350","66,071,809,904","34,628,507,340","26,733,054,257","16,128,072,900","14,704,742,500","13,719,630,980","16,831,130,160","16,583,266,800","15,368,478,324","22,631,356,914"
EnterpriseValue,"39,337,531,033","42,922,584,442","41,599,768,795","39,932,440,000","41,570,964,000","53,616,966,000","60,844,124,000","70,373,407,501","63,918,270,754","67,660,054,000","78,348,261,350","66,101,395,904","34,063,597,340","26,277,594,257","16,123,860,900","14,540,987,500","13,461,311,980","17,415,038,160","15,967,321,800","14,800,005,324","23,272,218,914"
PeRatio,"28.527","25.723","14.15","22.959","8.076","10.56","19.477","19.532","16.031","20.023","32.145","39.266","25.411","22.927","17.018","15.97","17.974","28.603","106.935","116.103","951.571"
ForwardPeRatio,"14.925","15.773","17.668","12.739","9.588","9.488",,"13.441","13.755","17.036",,"38.76","20.284","17.422","11.891",,,,,,
PegRatio,"6.242",,"34.673",,,"3.318",,"2.046","1.581","1.077",,"2.657","1.391","1.936","1.326",,,,,,
PsRatio,"3.366","3.767","3.915","3.269","2.872","4.022","4.736","5.765","5.458","6.817","8.93","10.445","6.361","5.447","3.623","3.538","3.429","5.746","8.957","9.048","14.337"
PbRatio,"2.233","2.59","3.121","3.381","3.473","3.693","4.311","5.244","5.056","6.334","7.636","8.132","4.973","4.277","2.989","2.364","2.363","3.041","2.413","2.264","3.315"
EnterprisesValueRevenueRatio,"4","4.364","4.089","3.636","3.092","3.729","4.523","5.734","5.583","6.286","8.074","9.535","6.175","5.205","3.419","3.322","3.285","5.491","5.951","8.637","14.583"
EnterprisesValueEBITDARatio,"19.297","21.056","9.548","13.865","7.249","6.871","8.886","10.893","10.878","12.385","16.798","21.714","15.091","12.494","9.942","8.094","8.061","13.08","18.376","22.154","44.546"
