name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020
MarketCap,"937,198,031","501,877,194","264,773,175","579,622,764","1,241,361,247"
EnterpriseValue,"731,763,031","277,309,194","73,750,175","291,901,764","1,054,751,247"
PbRatio,"4.182","2.028","1.236","1.988","6.733"
EnterprisesValueEBITDARatio,"-6.668","-2.527","-0.86","-3.744","-21.805"
