name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012
MarketCap,"2,055,713,044","2,413,580,972","2,237,929,968","3,345,569,370","6,393,824,235","4,275,124,399","3,800,882,005","7,127,171,046","2,182,444,117","3,428,934,021","3,533,201,364","2,786,744,171","775,197,288"
EnterpriseValue,"-331,310,956","-503,067,028","-772,247,032","-198,113,630","3,813,935,859","1,556,308,364","1,697,365,848","6,063,690,169","1,925,170,560","3,624,016,791","3,133,129,825","2,482,540,882","550,518,870"
PeRatio,"11.787",,"4.481",,"13.667","7.41","15.278","19.607","11.486","22.099","25.933","13.819","49.449"
ForwardPeRatio,"9.775","90.09","31.646","41.322","11.05","10.02","9.416","15.748",,,,"22.727",
PegRatio,"0.86","14.957",,,"0.381",,,,,,,,
PsRatio,"1.082","1.319","1.039","1.363","1.562","1.271","1.76","4.463","2.073","4.477","7.312","11.524","5.386"
PbRatio,"0.399","0.478","0.396","0.597","1.031","0.923","1.478","4.88","3.238","7.729","8.093","10.181","3.657"
EnterprisesValueRevenueRatio,"-0.387","-0.222","-0.32","-0.076","0.86","0.487","0.772","3.991","1.692","4.456","6.13","10.307","4.19"
EnterprisesValueEBITDARatio,"-3.308","-1.167","-0.953","-1.654","5.127","2.312","4.386","15.384","7.914","18.564","19.387","41.981","25.39"
