name,ttm,09/30/2024,09/30/2023,09/30/2022,09/30/2021,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013,09/30/2012,09/30/2011,09/30/2010,09/30/2009,09/30/2008,09/30/2007,09/30/2006,09/30/2005,09/30/2004,09/30/2003,09/30/2002,09/30/2001,09/30/2000,09/30/1999,09/30/1998,09/30/1997,09/30/1996,09/30/1995,09/30/1994,09/30/1993,09/30/1992
MarketCap,"10,586,484,082","12,625,533,720","8,094,929,024","6,853,054,438","8,074,990,618","5,137,613,500","4,734,059,400","3,779,301,272","2,632,470,835","2,037,026,528","1,443,552,110","1,563,523,180","1,660,429,260","1,671,503,148","1,170,907,657","1,294,786,191","1,625,148,210","1,440,592,500","1,233,133,440","1,004,715,920","959,547,360","713,384,350","1,080,712,285","425,653,083","923,740,704","1,137,662,453","641,367,375","644,202,000","405,990,984","335,530,880","246,156,614","160,849,106","103,223,251","71,385,879"
EnterpriseValue,"11,369,943,082","13,469,866,720","9,070,727,024","7,111,726,438","8,328,987,618","5,535,212,500","4,959,428,400","4,002,948,272","2,819,511,835","2,247,816,528","1,504,590,110","1,578,593,180","1,726,533,260","1,673,630,148","1,227,837,657","1,201,365,191","1,546,813,210","1,393,616,500","1,274,195,440","1,041,535,920","1,024,624,360","816,518,350","1,166,608,285","490,867,083","1,064,683,704","1,247,586,453","694,467,375","686,902,000","401,190,984","334,030,880","229,056,614","144,949,106","98,823,251","66,985,879"
PeRatio,"32.146","43.667","26.956","26.556","41.949","37.451","27.631","27.211","23.629","93.342","16.315","14.694","517.8","16.62","13.105","16.911","18.552","23.588","28.16","69.68",,"30.902","22.2","13.776","30.694","34.003","22.551","39.613","27.222","42.411","36.625","28.486","24.056","20.372"
ForwardPeRatio,"27.1","32.258","25.907","27.624",,"28.169","25.575","23.981","20.325","16.502","13.021","14.451","15.267","13.141","11.601",,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,"1.878","1.706","1.598","1.506","1.375","1.132","1.112","1.175","1.01","0.893",,,,,,,,,,,,,,,,,,,
PsRatio,"2.054","2.497","1.958","2.001","2.655","1.712","1.62","1.311","0.985","0.868","0.648","0.637","0.634","0.625","0.457","0.591","0.707","0.669","0.814","0.729","0.742","0.505","1.295","0.594","1.047","2.133","1.527","2.144","1.566","1.949","2.183","1.683","1.388","0.932"
PbRatio,"5.784","7.578","5.572","5.687","6.772","5.174","4.661","4.038","2.877","2.36","1.513","1.468","1.701","1.733","1.37","1.731","2.514","2.816","3.092","2.945","3.15","1.795","2.981","1.022","2.629","4.076","2.736","3.839","3.773","5.301","6.328","4.801","3.91","3.245"
EnterprisesValueRevenueRatio,"2.187","2.649","2.178","2.036","2.709","1.795","1.65","1.352","1.027","0.924","0.642","0.617","0.655","0.628","0.477","0.546","0.676","0.65","0.841","0.756","0.797","0.568","1.355","0.663","1.172","2.27","1.607","1.794","1.626","1.518","1.978","1.502","1.327","1.021"
EnterprisesValueEBITDARatio,"19.546","24.698","17.879","20.037","28.987","24.781","20.448","16.396","12.643","19.886","8.359","6.914","19.019","7.659","6.049","7.567","10.333","11.146","13.466","24.386","-17.795","11.888","10.617","5.859","16.929","14.935","10.183","14.804","13.787","15.682","17.895","13.805","12.509","11.164"
