name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,06/30/2001,06/30/2000,06/30/1999
MarketCap,"3,240,747,606","3,177,065,220","3,039,232,612","2,798,555,650","2,380,762,724","1,651,790,213","2,268,735,365","3,282,529,559","4,182,697,908","1,809,528,464","7,785,275,304","8,716,703,797","7,321,840,255","8,324,349,270","11,023,142,362","9,018,096,096","5,178,517,603","13,037,496,876","5,868,693,229","6,030,806,354","3,720,892,645","2,327,423,210","1,360,782,737","2,030,769,217","1,188,481,269","963,216,000"
EnterpriseValue,"5,605,362,606","5,501,631,220","5,475,262,612","5,305,434,650","4,959,045,724","4,490,718,213","4,432,584,365","5,540,104,559","7,224,729,908","5,460,600,464","10,851,259,304","11,972,094,797","10,550,952,255","11,050,864,270","14,685,269,362","9,893,641,096","6,088,457,603","13,750,553,876","6,130,512,229","6,109,346,354","4,149,175,645","2,884,912,210","2,050,856,737","2,731,553,217","1,951,972,269","1,611,616,000"
PeRatio,"2.375","1.627",,,,"5.747","2.584",,,,"32.2","118.875","18.882","15.42","30.463","16.881","11.908","49.324","16.31","12.656","32.579",,"115.2","11.659","11.204","6.936"
ForwardPeRatio,"18.083","14.706",,,,,,,"13.605","56.18","31.25","22.676","19.157","10.06","16.447",,,,,,,,,,,
PegRatio,,,,,,,,,,"1.925","4.223","1.65","0.878","0.341","1.566",,,,,,,,,,,
PsRatio,"2.722","1.923","0.836","1.665","1.859","0.995","1.611","1.366","1.822","0.62","2.283","1.786","1.465","1.414","2.02","1.97","1.134","3.501","1.604","1.656","1.348","0.956","0.624","0.965","0.577","0.515"
PbRatio,"0.743","0.803","1.455","0.878","0.558","0.372","0.526","0.833","1.009","0.382","1.482","2.202","1.852","2.432","3.744","5.051","3.542","10.736","4.741","6.573","7.933","8.008","8.397","6.282","4.676","3.782"
EnterprisesValueRevenueRatio,"3.721","3.652","1.395","2.22","4.571","2.904","2.518","4.438","8.019","6.777","3.626","3.922","3.209","2.608","2.858","2.141","1.357","3.857","1.65","1.603","1.494","1.298","0.939","1.196","0.84","1.451"
EnterprisesValueEBITDARatio,"2.002","1.965","14.525","178.268","71.051","6.241","2.55","8.005","430.402","-15.183","11.592","15.695","10.012","7.12","11.798","7.845","5.266","17.427","6.998","6.442","10.391","11.398","7.634","7.496","4.434","8.135"
