name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994
MarketCap,"1,959,017,746","2,020,777,856","1,186,118,799","1,328,248,675","783,434,762","879,539,968","639,529,827","822,350,127","606,870,067","330,444,647","320,187,610","364,114,399","336,820,153","177,551,576","162,977,958","81,169,932","35,463,515","260,427,477","287,766,363","331,942,705","275,455,442","387,040,903","356,587,829","468,346,779","260,659,136","220,089,576","57,193,129","93,179,368","40,244,913","11,714,009","10,545,000"
PeRatio,"11.712","12.385","8.917","12.518","9.011","10.691","7.069","10.53","11.593","9.424","7.623","5.56","8.166","14.893","7.846","0.872",,"62.667","20.869","11.424","10.043","15.438","18.13","29.348","28.163","32.561","23.798","44.202","146.429",,
ForwardPeRatio,"10.893","11.628",,,,"8.842",,"9.533","10.905","6.998","7.491","5.462","6.707",,"5.441",,,,,,,,,,,,,,,,
PsRatio,"5.764","6.047","4.267","5.667","3.988","5.005","3.475","4.503","4.378","2.68","3.204","2.326","2.849","2.532","1.715","0.38","0.289","8.868","7.514","6.294","4.553","6.305","7.189","11.221","9.532","9.941","10.733","20.554","15.697","4.217","3.048"
PbRatio,"2.166","2.301","1.629","1.872","1.406","1.714","1.126","1.698","1.524","1.005","0.971","1.222","1.185","0.754","0.935","0.513","5.768","1.381","1.371","1.639","1.365","2.171","2.4","3.484","2.616","2.527","0.707","1.241","0.853","1.01","0.844"
