name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,03/31/1996
MarketCap,"12,039,092,995","10,289,308,316","8,051,199,194","7,525,843,233","8,425,416,676","8,653,913,698","5,643,128,043","5,027,256,678","5,606,205,751","4,946,523,434","3,737,328,517","4,248,544,080","3,700,759,415","3,851,376,879","3,446,255,709","3,281,739,149","3,165,809,934","3,956,970,964","4,328,402,700","3,154,866,341","3,699,175,268","3,453,056,185","2,762,093,109","2,161,147,429","1,538,118,787","805,470,732","793,556,672","991,177,841","777,300,304","718,164,249"
EnterpriseValue,"12,870,229,995","11,726,317,316","8,766,875,194","7,972,938,233","8,798,778,676","9,816,160,698","6,830,836,043","5,834,925,678","6,464,495,751","5,791,198,434","4,086,280,517","4,631,601,080","4,127,176,415","4,515,542,879","4,267,672,709","3,971,023,149","3,991,117,934","4,728,695,964","5,095,678,700","3,951,081,341","4,585,528,268","4,092,752,185","3,100,026,109","1,628,379,429","1,585,053,787","923,358,732","777,855,672","918,248,841","728,318,304","718,164,249"
PeRatio,"4.371","6.433",,,"13.481","14.563","19.349",,"11.544","9.817","6.803","10.557","7.268",,"5.697","3.966",,"7.596","12.474","26.256","28.151","5.757","7.615","12.076","13.001","8.094","10.998","7.281","5.491",
ForwardPeRatio,"6.414","6.131","9.217","10.111","10.87","12.563","11.962","13.405","14.97","12.346","11.723","9.921","8.11","9.083","8.104",,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,"3.781","3.201","0.838","0.939","0.838",,,,,,,,,,,,,,,
PsRatio,"1.196","1.131","1.815","1.558","1.555","2.29","2.644","2.579","3.286","3.328","3.05","3.44","2.915","3.57","2.894","1.995","2.656","2.598","2.323","2.009","2.39","2.547","3.051","4.502","4.883","3.122","3.148","3.98","2.908",
PbRatio,"1.383","1.51","1.949","1.254","1.227","1.632","1.332","1.256","1.273","1.151","1.12","1.283","1.193","1.279","1.018","0.854","1.329","1.399","1.884","1.585","1.725","1.656","1.851","2.01","2.316","1.342","1.296","1.656","1.423",
EnterprisesValueRevenueRatio,"1.416","1.29","1.736","1.514","1.707","2.349","3.322","2.784","3.743","3.875","3.311","3.412","2.946","3.834","3.451","3.125","3.242","2.839","2.768","2.386","2.924","2.989","3.394","3.975","4.532","3.417","2.986","3.605","2.469","10.115"
