name,ttm,12/31/2023,12/31/2022
MarketCap,"2,860,438,659","252,591,421","532,198,676"
EnterpriseValue,"2,741,668,659","-13,525,579","443,516,676"
PsRatio,"273.472","10.903","53.732"
PbRatio,"17.87","2.389","6.924"
EnterprisesValueRevenueRatio,"371.45","-0.593","44.822"
EnterprisesValueEBITDARatio,"-1.448","0.05","-1.951"
