name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001
MarketCap,"39,845,311,672","35,590,489,912","40,260,796,089","66,472,350,000","87,705,200,000","85,401,260,000","33,533,850,000","31,413,691,963","24,827,155,859","19,664,700,000","17,720,780,000","15,599,408,000","10,237,621,000","7,962,938,250","8,269,041,000","8,778,280,000","3,091,223,840","8,097,573,000","7,657,190,000","2,547,776,400","2,216,467,990","2,110,745,600","1,629,586,537","2,355,561,036"
EnterpriseValue,"58,746,311,672","53,780,489,912","57,244,796,089","84,862,350,000","106,068,200,000","104,289,260,000","41,939,850,000","39,802,691,963","34,913,155,859","24,193,600,000","22,082,080,000","19,609,008,000","14,105,521,000","12,400,338,250","13,087,241,000","11,549,880,000","5,384,823,840","12,017,692,000","10,351,291,000","2,630,318,400","2,403,779,990","2,310,864,600","1,829,620,537","2,558,310,036"
PeRatio,"81.318",,"44.346","303.194",,"67.849","22.293","58.08","52.895","23.58","31.897","28.253","19.126","16.829","21.567","55.81","26.672","15.996","30.143","23.045","21.404","23.099","18.885","27.159"
ForwardPeRatio,"14.728","13.021","10.132","14.793","21.413","22.075",,"19.418","17.483","15.748","17.889","16.835","12.563","10.605","11.806","12.136",,,,,,,,
PegRatio,"5.751","1.266","0.719","1.176","1.351","1.835",,"3.053","1.429","1.305","1.334","1.338","0.979","0.899","0.883","0.927",,,,,,,,
PsRatio,"4.159","2.428","2.867","5.043","7.012","5.76","3.864","3.406","2.807","2.699","2.865","2.646","1.783","1.449","1.83","1.489","0.914","1.718","3.362","2.322","2.186","2.128","1.681","2.777"
PbRatio,"2.087","1.827","0.885","1.411","1.789","1.736","3.326","3.138","2.568","3.012","2.745","2.347","1.542","1.18","1.291","1.056","0.875","2.142","2.514","6.038","7.387","8.083","8.212","11.118"
EnterprisesValueRevenueRatio,"5.982","5.476","5.89","9.087","8.45","10.093","4.979","4.592","3.953","3.668","3.443","3.234","2.434","2.204","2.543","3.112","1.571","4.114","4.284","0.978","1.031","2.276","1.815","2.733"
EnterprisesValueEBITDARatio,"14.502","13.276","11.258","17.151","24.559","32.129","14.778","14.736","14.59","12.7","11.923","11.981","8.335","7.612","9.365","15.785","6.984","14.848","16.366","3.663","4.466","11.447","9.579","12.936"
