name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
MarketCap,"941,112,709","1,099,351,888","1,125,743,213","1,019,199,865","652,770,284","888,518,958","808,601,130"
PeRatio,"11.199","10.911","10.486","10.342","20.57","16.524","20.114"
PsRatio,"2.7","3.013","3.098","3.937","2.779","4.253","4.509"
PbRatio,"0.885","1.103","1.244","1.444","1.04","1.51","1.52"
