name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994
MarketCap,"18,975,083,182","16,073,553,326","11,881,386,403","10,026,169,320","7,616,100,000","8,006,435,040","4,759,991,940","6,255,403,072","5,771,747,957","4,154,409,659","4,738,453,368","5,876,994,569","4,722,242,106","3,650,414,579","3,814,064,295","3,187,508,322","1,461,556,417","4,059,949,860","2,981,146,571","2,023,622,018","1,272,821,914","1,070,221,209","661,713,493","828,780,776","622,014,945","651,529,524","509,432,646","559,925,246","361,031,550","211,647,696","136,977,389"
EnterpriseValue,"19,272,183,182","16,468,953,326","13,104,486,403","11,234,869,320","8,864,700,000","9,683,735,040","6,718,091,940","8,060,903,072","7,734,347,957","6,155,809,659","6,959,753,368","7,924,294,569","5,832,042,106","5,037,414,579","4,682,466,295","4,084,109,322","3,179,641,417","5,068,642,860","4,214,115,571","2,433,184,018","1,688,412,914","1,559,705,209","996,813,493","1,161,149,776","1,022,236,945","959,929,524","846,332,646","669,425,246","470,231,550","254,647,696","137,577,389"
PeRatio,"14.595","11.722","6.616","9.35","19.631","13.074","6.141","16.888","18.628","13.191","14.118","17.236","11.651","11.565","19.579","21.502","3.04","10.112","8.299","10.749","7.507","31.037","21.937","20.508","10.761","11.323","10.919","13.837","8.187","10.659","7.38"
ForwardPeRatio,"17.889","15.601",,"12.005","17.825","14.556","8.688","13.87","14.881","13.755","11.161","12.453","10.03","9.174","12.937",,,,,,,,,,,,,,,,
PegRatio,,,,,,,"1.918","1.667","1.826","1.163","0.68","1.211","1.164","1.02",,,,,,,,,,,,,,,,,
PsRatio,"1.317","1.102","0.726","0.856","0.867","0.723","0.47","0.67","0.676","0.447","0.473","0.664","0.557","0.475","0.603","0.599","0.168","0.567","0.557","0.621","0.432","0.562","0.379","0.451","0.408","0.433","0.385","0.491","0.554","0.411","0.224"
PbRatio,"2.457","2.081","1.738","1.711","1.511","1.578","0.953","1.411","1.402","1.06","1.153","1.538","1.327","1.184","1.351","1.223","0.601","1.928","1.782","2.092","1.547","1.653","1.085","1.419","1.435","1.628","1.473","1.788","1.875","1.337","0.936"
EnterprisesValueRevenueRatio,"1.302","1.112","0.77","0.797","1.006","0.882","0.582","0.829","0.898","0.658","0.666","0.859","0.691","0.619","0.742","0.768","0.365","0.699","0.733","0.722","0.573","0.827","0.57","0.701","0.592","0.635","0.626","0.696","0.719","0.454","0.308"
EnterprisesValueEBITDARatio,"9.071","7.752","4.64","4.968","10.456","7.406","5.497","8.552","9.693","7.517","7.781","9.955","6.774","6.762","9.171","10.694","3.357","6.235","6.058","5.88","4.79","13.27","9.922","10.084","6.768","7.105","7.807","9.221","9.008","6.398","4.76"
