name,ttm,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000
MarketCap,"21,855,520,535","13,110,265,607","16,472,473,355","12,471,025,931","12,028,257,702","8,099,407,999","11,157,693,942","7,848,762,925","8,897,446,480","9,452,617,459","7,206,681,391","6,615,031,861","5,698,594,252","6,879,996,145","4,650,116,163","2,003,030,656","5,469,349,114","5,189,534,740","4,092,520,325","3,083,380,399","3,616,512,433","1,901,102,641","2,857,069,949","1,684,036,863"
EnterpriseValue,"25,400,593,124","18,124,739,672","22,652,250,664","18,112,082,826","17,173,766,883","12,825,675,054","12,469,817,109","10,014,507,778","11,232,825,929","11,286,132,305","9,098,522,662","8,695,618,079","7,451,667,250","8,415,862,430","5,758,439,405","3,077,557,603","6,104,131,094","5,707,519,304","5,436,676,176","4,477,003,355","4,783,666,536","2,743,267,665","3,562,752,049","2,330,638,690"
PeRatio,"24.585","5.853","11.275","20.24","14.071","9.541","14.167","13.398","14.922","14.893","14.888","14.497","11.124","10.93","21.976","10.324","14.409","9.371",,"22.273","42.867","406.182",,"4.543"
ForwardPeRatio,,"8.026","9.001","12.755","13.717",,"12.723","10.638","11.806","56.818","16.584","20.243","11.05","10.799","13.532","12.3",,,,,,,,
PegRatio,,,,,,,,,,"5.037","1.474","1.799","1.429","0.54","0.363","0.268",,,,,,,,
PsRatio,"1.319","0.631","0.862","0.785","0.862","0.718","1.129","1.009","1.112","1.305","1.07","0.968","0.919","1.062","1.721","0.668","1.75","1.621","1.529","1.158","2.1","1.374","2.604","1.105"
PbRatio,"2.555","1.434","1.969","1.696","1.789","1.235","1.787","1.737","1.984","2.333","1.932","1.726","1.79","2.221","2.048","0.944","2.359","2.684","3.038","1.907","2.724","1.673","2.382","1.332"
EnterprisesValueRevenueRatio,"0.044","0.027","0.04","0.038","0.042","0.035","0.043","0.036","0.04","0.044","0.041","0.045","0.04","0.045","0.067","0.033","0.06","0.057","0.065","0.059","0.086","0.06","0.093","0.046"
EnterprisesValueEBITDARatio,"0.241","0.128","0.165","0.2","0.22","0.164","0.201","0.168","0.198","0.197","0.193","0.207","0.179","0.191","0.209","0.108","0.17","0.163","0.254","0.198","0.288","0.22","0.314","0.083"
