name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007
MarketCap,"1,014,001,189","913,908,704","886,979,479","719,783,256","600,907,982","503,214,254","462,069,416","453,060,495","740,219,016","637,798,657","668,561,343","765,835,404","695,489,501","434,307,951","283,650,753","141,483,357","70,557,102","84,367,901"
PeRatio,"7.967","9.533","33.958","7.446",,"102.8",,,"17.467","16.763","12.602","9.634","11.329","6.639","9.548","25.723","9.189","9.466"
ForwardPeRatio,"7.899","7.148","7.21","11.655","11.287","13.624",,,,,,"8.681","9.95","9.033","11.429",,"6.456",
PegRatio,,,,,,,,,,,,"2.893","3.315","2.259","2.857",,"0.861",
PsRatio,"7.327","8.71","24.959","6.761","167.207","52.639","21.072",,"9.96","9.623","8.803","7.626","8.768","5.801","8.469","4.98","4.095","6.367"
PbRatio,"0.847","0.763","0.716","0.966","1.142","0.879","0.756","0.719","1.196","1.237","1.221","1.736","1.667","1.314","1.572","1.096","0.772","0.903"
